county,administered_date,total_doses,pfizer_doses,moderna_doses,jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose
Santa Barbara,4/7/2021,5986,3287,2159,540,4083,75928,1892,87778,4621
Santa Barbara,4/8/2021,7375,5027,635,1713,3411,77089,3961,91739,5122
Santa Barbara,4/9/2021,7282,4864,1074,1344,3297,77751,3976,95715,4638
Santa Barbara,4/10/2021,6625,4599,1411,615,4517,80779,2104,97819,5132
Santa Barbara,4/11/2021,2660,1947,414,299,1840,82099,815,98634,2135
Santa Barbara,4/12/2021,4446,2865,1027,554,1940,82091,2500,101134,2492
Santa Barbara,4/13/2021,6297,4136,2155,6,2610,81022,3684,104818,2615
Santa Barbara,4/14/2021,6738,4418,2318,2,4225,82745,2503,107321,4226
Santa Barbara,4/15/2021,6930,4093,2836,1,3846,83521,3072,110393,3848
Santa Barbara,4/16/2021,6356,3748,2597,11,4381,85952,1960,112353,4391
Santa Barbara,4/17/2021,5303,3872,1431,0,4098,88853,1197,113550,4098
Santa Barbara,4/18/2021,2119,1471,648,0,370,87478,1746,115296,371
Santa Barbara,4/19/2021,3178,2212,961,5,991,86291,2184,117480,997
Santa Barbara,4/20/2021,5864,3954,1909,1,1661,83761,4191,121671,1661
Santa Barbara,4/21/2021,5453,3636,1817,0,1745,81810,3696,125367,1745
Santa Barbara,4/22/2021,4817,2407,2410,0,1378,79763,3426,128793,1379
Santa Barbara,4/23/2021,2262,1691,571,0,1047,79601,1209,130002,1047
Santa Clara,12/15/2020,65,65,0,0,65,65,0,0,65
Santa Clara,12/16/2020,136,136,0,0,136,201,0,0,136
Santa Clara,12/17/2020,390,390,0,0,390,591,0,0,390
Santa Clara,12/18/2020,1674,1674,0,0,1674,2265,0,0,1674
Santa Clara,12/19/2020,2072,2072,0,0,2071,4336,0,0,2071
Santa Clara,12/20/2020,1898,1892,6,0,1895,6231,0,0,1895
Santa Clara,12/21/2020,2668,2668,0,0,2666,8897,0,0,2666
Santa Clara,12/22/2020,3125,3116,9,0,3122,12019,0,0,3122
Santa Clara,12/23/2020,3258,3073,185,0,3256,15275,0,0,3256
Santa Clara,12/24/2020,1899,1712,187,0,1893,17167,1,1,1893
Santa Clara,12/25/2020,343,342,1,0,343,17510,0,1,343
Santa Clara,12/26/2020,1263,1031,232,0,1262,18772,0,1,1262
Santa Clara,12/27/2020,647,507,140,0,647,19419,0,1,647
Santa Clara,12/28/2020,2331,1729,602,0,2331,21750,0,1,2331
Santa Clara,12/29/2020,2326,1466,860,0,2324,24074,0,1,2324
Santa Clara,12/30/2020,2987,1898,1089,0,2985,27057,2,3,2985
Santa Clara,12/31/2020,1211,387,824,0,1210,28266,1,4,1210
Santa Clara,1/1/2021,138,8,130,0,138,28404,0,4,138
Santa Clara,1/2/2021,1081,812,269,0,1081,29485,0,4,1081
Santa Clara,1/3/2021,584,369,215,0,579,30061,3,7,579
Santa Clara,1/4/2021,2465,1666,799,0,2463,32524,0,7,2463
Santa Clara,1/5/2021,3056,2001,1055,0,2868,35211,187,194,2874
Santa Clara,1/6/2021,3319,1954,1365,0,2744,37385,571,765,2745
Santa Clara,1/7/2021,4212,2554,1658,0,3146,39480,1056,1821,3151
Santa Clara,1/8/2021,5840,3820,2020,0,3787,41218,2049,3870,3787
Santa Clara,1/9/2021,2969,1862,1107,0,1686,41624,1283,5153,1689
Santa Clara,1/10/2021,1952,1509,443,0,740,41153,1211,6364,740
Santa Clara,1/11/2021,5932,3733,2199,0,3373,41973,2558,8922,3378
Santa Clara,1/12/2021,6799,3398,3401,0,4556,44289,2241,11163,4557
Santa Clara,1/13/2021,7360,3041,4319,0,5193,47318,2165,13328,5194
Santa Clara,1/14/2021,8227,2790,5437,0,6489,52075,1733,15061,6490
Santa Clara,1/15/2021,9445,2680,6765,0,8130,58898,1312,16373,8135
Santa Clara,1/16/2021,4295,1224,3071,0,3463,61533,828,17201,3463
Santa Clara,1/17/2021,3213,601,2612,0,2717,63754,496,17697,2717
Santa Clara,1/18/2021,5086,1149,3937,0,4534,67737,552,18249,4535
Santa Clara,1/19/2021,8460,2658,5802,0,6785,72853,1672,19921,6788
Santa Clara,1/20/2021,7985,4014,3971,0,6446,77765,1534,21455,6446
Santa Clara,1/21/2021,8542,3633,4909,0,7393,84013,1147,22602,7395
Santa Clara,1/22/2021,8582,3202,5380,0,8019,91472,562,23164,8021
Santa Clara,1/23/2021,3780,1687,2093,0,2823,93339,957,24121,2824
Santa Clara,1/24/2021,2824,1421,1403,0,2337,95191,485,24606,2337
Santa Clara,1/25/2021,8362,3778,4584,0,6307,99454,2048,26654,6311
Santa Clara,1/26/2021,8228,3760,4468,0,6117,103472,2101,28755,6119
Santa Clara,1/27/2021,8704,3823,4881,0,6784,108358,1899,30654,6785
Santa Clara,1/28/2021,9412,3769,5643,0,7464,113898,1928,32582,7468
Santa Clara,1/29/2021,9498,3935,5563,0,7334,119080,2155,34737,7337
Santa Clara,1/30/2021,4167,2061,2106,0,2963,120847,1197,35934,2964
Santa Clara,1/31/2021,2170,1302,868,0,1580,121840,587,36521,1580
Santa Clara,2/1/2021,7826,3480,4346,0,6140,126302,1679,38200,6141
Santa Clara,2/2/2021,8292,2869,5423,0,6303,130624,1984,40184,6306
Santa Clara,2/3/2021,9191,3480,5711,0,6919,135283,2266,42450,6925
Santa Clara,2/4/2021,10883,4109,6774,0,8604,141621,2269,44719,8607
Santa Clara,2/5/2021,11903,4345,7558,0,8447,146628,3441,48160,8448
Santa Clara,2/6/2021,5173,2808,2365,0,4013,149487,1156,49316,4015
Santa Clara,2/7/2021,3470,2347,1123,0,3019,152057,450,49766,3020
Santa Clara,2/8/2021,10000,3476,6524,0,7289,156650,2697,52463,7290
Santa Clara,2/9/2021,11129,3808,7321,0,7653,160840,3466,55929,7656
Santa Clara,2/10/2021,12619,4894,7725,0,6904,162044,5702,61631,6906
Santa Clara,2/11/2021,13452,4697,8755,0,7667,163941,5771,67402,7668
Santa Clara,2/12/2021,14529,4477,10052,0,7012,163457,7498,74900,7014
Santa Clara,2/13/2021,6061,1447,4614,0,2209,161822,3846,78746,2211
Santa Clara,2/14/2021,4612,1140,3472,0,1468,160149,3143,81889,1470
Santa Clara,2/15/2021,6243,2794,3449,0,2701,159314,3536,85425,2701
Santa Clara,2/16/2021,13747,3991,9756,0,6915,159414,6815,92240,6915
Santa Clara,2/17/2021,14054,5485,8569,0,7040,159463,6996,99236,7045
Santa Clara,2/18/2021,13691,8345,5346,0,7000,159798,6668,105904,7003
Santa Clara,2/19/2021,14676,9513,5163,0,8495,162131,6166,112070,8499
Santa Clara,2/20/2021,6807,5093,1714,0,3673,162679,3125,115195,3673
Santa Clara,2/21/2021,3240,2424,816,0,1163,161774,2070,117265,1165
Santa Clara,2/22/2021,10142,6075,4067,0,4734,161111,5398,122663,4735
Santa Clara,2/23/2021,11835,7694,4141,0,6710,162711,5114,127777,6714
Santa Clara,2/24/2021,14110,9084,5026,0,8736,166089,5358,133135,8736
Santa Clara,2/25/2021,14567,9222,5345,0,7865,167275,6684,139819,7870
Santa Clara,2/26/2021,14547,8432,6115,0,7998,168753,6523,146342,8001
Santa Clara,2/27/2021,8042,5488,2553,1,4450,169629,3582,149924,4458
Santa Clara,2/28/2021,4713,3066,1647,0,2204,169333,2500,152424,2204
Santa Clara,3/1/2021,14049,7964,6083,2,8692,172690,5337,157761,8694
Santa Clara,3/2/2021,15756,9376,6380,0,10213,177385,5519,163280,10214
Santa Clara,3/3/2021,18264,8892,9371,1,11321,181807,6906,170186,11328
Santa Clara,3/4/2021,16335,8905,7427,3,9531,184605,6738,176924,9536
Santa Clara,3/5/2021,16423,9115,7183,125,9111,186552,7293,184217,9240
Santa Clara,3/6/2021,9339,6263,2641,435,7038,191737,2288,186505,7473
Santa Clara,3/7/2021,6713,4405,2077,231,5349,195960,1356,187861,5579
Santa Clara,3/8/2021,12826,6679,5586,561,8215,200143,4595,192456,8778
Santa Clara,3/9/2021,14789,6207,7256,1326,6545,199785,8227,200683,7869
Santa Clara,3/10/2021,14862,6462,6382,2018,6066,199081,8772,209455,8068
Santa Clara,3/11/2021,16883,7726,7654,1503,5973,195663,10883,220338,7465
Santa Clara,3/12/2021,17603,9047,6986,1570,5934,191524,11630,231968,7491
Santa Clara,3/13/2021,10665,6177,3003,1485,4762,191878,5880,237848,6234
Santa Clara,3/14/2021,6466,3345,1822,1299,3191,193101,3260,241108,4483
Santa Clara,3/15/2021,12732,6509,5955,268,5960,192577,6753,247861,6229
Santa Clara,3/16/2021,18104,10242,7656,206,8769,192242,9308,257169,8973
Santa Clara,3/17/2021,19784,11207,8409,168,10213,193095,9523,266692,10376
Santa Clara,3/18/2021,18934,8847,8929,1158,9131,193632,9749,276441,10286
Santa Clara,3/19/2021,19118,9827,8293,998,10006,195571,9056,285497,10995
Santa Clara,3/20/2021,11429,6277,4325,827,6717,198427,4684,290181,7540
Santa Clara,3/21/2021,8234,3715,3119,1400,5521,202635,2704,292885,6912
Santa Clara,3/22/2021,16216,9041,6831,344,9264,205313,6930,299815,9608
Santa Clara,3/23/2021,19115,12162,6440,513,11236,209227,7835,307650,11749
Santa Clara,3/24/2021,22461,14474,7576,411,14636,216492,7784,315434,15049
Santa Clara,3/25/2021,22777,13048,8746,983,14697,224147,8016,323450,15671
Santa Clara,3/26/2021,21748,13857,7508,383,13446,229704,8267,331717,13824
Santa Clara,3/27/2021,15571,10361,4448,762,8392,231715,7142,338859,9153
Santa Clara,3/28/2021,11972,8276,2983,713,6475,233425,5474,344333,7184
Santa Clara,3/29/2021,20479,12570,7185,724,11145,235997,9294,353627,11866
Santa Clara,3/30/2021,25418,15136,8350,1932,16260,245061,9123,362750,18187
Santa Clara,3/31/2021,20238,11737,7379,1122,12543,251055,7663,370413,13657
Santa Clara,4/1/2021,31326,19600,8743,2983,19781,262324,11487,381900,22756
Santa Clara,4/2/2021,24817,14179,8527,2111,16194,272031,8592,390492,18299
Santa Clara,4/3/2021,15026,9113,3433,2480,8323,276142,6684,397176,10795
Santa Clara,4/4/2021,7559,4003,2404,1152,3931,277606,3619,400795,5083
Santa Clara,4/5/2021,21459,14303,4705,2451,13977,286574,7458,408253,16426
Santa Clara,4/6/2021,29101,15993,7701,5407,17454,297821,11607,419860,22854
Santa Clara,4/7/2021,30408,15678,8309,6421,18545,310964,11811,431671,24954
Santa Clara,4/8/2021,28925,15939,5911,7075,15933,321036,12921,444592,22993
Santa Clara,4/9/2021,27486,13588,6745,7153,13996,328729,13439,458031,21132
Santa Clara,4/10/2021,21109,12212,3712,5185,11296,335402,9782,467813,16455
Santa Clara,4/11/2021,15875,9495,2622,3758,8213,339736,7630,475443,11964
Santa Clara,4/12/2021,26597,18716,5485,2396,18139,351864,8405,483848,20533
Santa Clara,4/13/2021,33408,26768,6614,26,25930,370442,7401,491249,25979
Santa Clara,4/14/2021,35829,27088,8738,3,25806,386315,9963,501212,25836
Santa Clara,4/15/2021,42999,33894,9105,0,33358,410153,9544,510756,33382
Santa Clara,4/16/2021,37690,26092,11596,2,27315,427183,10308,521064,27338
Santa Clara,4/17/2021,21333,14835,6497,1,14856,435621,6435,527499,14873
Santa Clara,4/18/2021,15757,10025,5732,0,9688,439282,6037,533536,9698
Santa Clara,4/19/2021,27889,19988,7900,1,16758,445005,11064,544600,16787
Santa Clara,4/20/2021,35132,21032,14100,0,21369,452735,13667,558267,21397
Santa Clara,4/21/2021,20462,11982,8480,0,10420,453187,9995,568262,10447
Santa Clara,4/22/2021,14913,8590,6322,1,6409,451160,8453,576715,6426
Santa Clara,4/23/2021,7509,3762,3747,0,3065,449810,4424,581139,3074
Santa Cruz,12/15/2020,2,2,0,0,2,2,0,0,2
Santa Cruz,12/16/2020,57,57,0,0,57,59,0,0,57
Santa Cruz,12/17/2020,389,389,0,0,389,448,0,0,389
Santa Cruz,12/18/2020,464,464,0,0,464,912,0,0,464
Santa Cruz,12/19/2020,178,177,1,0,178,1090,0,0,178
Santa Cruz,12/20/2020,95,95,0,0,95,1185,0,0,95
Santa Cruz,12/21/2020,435,435,0,0,435,1620,0,0,435
Santa Cruz,12/22/2020,424,423,1,0,424,2044,0,0,424
Santa Cruz,12/23/2020,372,329,43,0,372,2416,0,0,372
Santa Cruz,12/24/2020,125,49,76,0,125,2541,0,0,125
Santa Cruz,12/25/2020,11,11,0,0,11,2552,0,0,11
Santa Cruz,12/26/2020,64,45,19,0,64,2616,0,0,64
Santa Cruz,12/27/2020,32,27,5,0,32,2648,0,0,32
Santa Cruz,12/28/2020,485,108,377,0,485,3133,0,0,485
Santa Cruz,12/29/2020,800,370,430,0,800,3933,0,0,800
Santa Cruz,12/30/2020,356,164,192,0,356,4289,0,0,356
Santa Cruz,12/31/2020,313,11,302,0,313,4602,0,0,313
Santa Cruz,1/1/2021,33,1,32,0,33,4635,0,0,33
Santa Cruz,1/2/2021,71,57,14,0,71,4706,0,0,71
Santa Cruz,1/3/2021,15,7,8,0,15,4721,0,0,15
Santa Cruz,1/4/2021,281,123,158,0,279,5000,0,0,279
Santa Cruz,1/5/2021,566,428,138,0,264,4962,302,302,264
Santa Cruz,1/6/2021,802,669,133,0,464,5089,337,639,464
Santa Cruz,1/7/2021,541,212,329,0,388,5325,153,792,389
Santa Cruz,1/8/2021,932,560,372,0,485,5364,447,1239,486
Santa Cruz,1/9/2021,463,123,340,0,409,5719,54,1293,409
Santa Cruz,1/10/2021,80,70,10,0,21,5681,59,1352,21
Santa Cruz,1/11/2021,723,589,134,0,191,5340,532,1884,191
Santa Cruz,1/12/2021,736,532,204,0,493,5590,243,2127,493
Santa Cruz,1/13/2021,522,228,294,0,438,5947,81,2208,438
Santa Cruz,1/14/2021,555,101,454,0,489,6370,66,2274,489
Santa Cruz,1/15/2021,1459,77,1382,0,1394,7702,64,2338,1396
Santa Cruz,1/16/2021,426,54,372,0,407,8090,19,2357,407
Santa Cruz,1/17/2021,297,41,256,0,272,8337,25,2382,272
Santa Cruz,1/18/2021,1015,105,910,0,953,9228,62,2444,953
Santa Cruz,1/19/2021,1622,524,1098,0,1269,10147,351,2795,1270
Santa Cruz,1/20/2021,1235,183,1052,0,1038,10991,194,2989,1038
Santa Cruz,1/21/2021,1712,200,1512,0,1604,12489,108,3097,1606
Santa Cruz,1/22/2021,1796,532,1264,0,1694,14085,99,3196,1695
Santa Cruz,1/23/2021,402,147,255,0,342,14368,59,3255,342
Santa Cruz,1/24/2021,116,21,95,0,98,14448,18,3273,98
Santa Cruz,1/25/2021,1062,361,701,0,551,14488,511,3784,551
Santa Cruz,1/26/2021,1695,248,1447,0,1182,15157,513,4297,1182
Santa Cruz,1/27/2021,1653,449,1204,0,1269,16044,382,4679,1269
Santa Cruz,1/28/2021,1749,293,1456,0,1472,17240,277,4956,1473
Santa Cruz,1/29/2021,1733,489,1244,0,1603,18714,129,5085,1603
Santa Cruz,1/30/2021,1059,308,751,0,926,19507,133,5218,926
Santa Cruz,1/31/2021,221,113,108,0,207,19700,14,5232,207
Santa Cruz,2/1/2021,1232,759,473,0,826,20120,406,5638,826
Santa Cruz,2/2/2021,1008,128,880,0,853,20819,154,5792,853
Santa Cruz,2/3/2021,2237,960,1277,0,1922,22430,311,6103,1922
Santa Cruz,2/4/2021,1855,773,1082,0,1518,23612,336,6439,1518
Santa Cruz,2/5/2021,3172,793,2379,0,2852,26145,319,6758,2852
Santa Cruz,2/6/2021,2588,164,2424,0,2240,28037,348,7106,2240
Santa Cruz,2/7/2021,909,122,787,0,891,28910,18,7124,891
Santa Cruz,2/8/2021,715,202,513,0,515,29226,199,7323,515
Santa Cruz,2/9/2021,2373,1056,1317,0,2110,31077,259,7582,2110
Santa Cruz,2/10/2021,2201,579,1622,0,1502,31890,690,8272,1503
Santa Cruz,2/11/2021,1856,317,1539,0,1329,32694,525,8797,1329
Santa Cruz,2/12/2021,3225,421,2804,0,1815,33109,1402,10199,1817
Santa Cruz,2/13/2021,1710,124,1586,0,1296,33991,414,10613,1296
Santa Cruz,2/14/2021,1403,70,1333,0,1139,34866,264,10877,1139
Santa Cruz,2/15/2021,1583,280,1303,0,566,34416,1017,11894,567
Santa Cruz,2/16/2021,1696,206,1490,0,537,33815,1138,13032,537
Santa Cruz,2/17/2021,2922,976,1946,0,1221,33351,1688,14720,1224
Santa Cruz,2/18/2021,2881,639,2242,0,1230,32934,1647,16367,1230
Santa Cruz,2/19/2021,3266,1145,2121,0,2009,33688,1255,17622,2009
Santa Cruz,2/20/2021,2386,1499,887,0,1892,35086,494,18116,1892
Santa Cruz,2/21/2021,826,360,466,0,700,35662,124,18240,700
Santa Cruz,2/22/2021,1258,967,291,0,535,35476,721,18961,535
Santa Cruz,2/23/2021,2097,938,1159,0,708,34796,1388,20349,708
Santa Cruz,2/24/2021,3182,1664,1518,0,1203,34024,1975,22324,1203
Santa Cruz,2/25/2021,3239,1431,1808,0,1781,34354,1451,23775,1781
Santa Cruz,2/26/2021,2721,763,1958,0,1549,34737,1168,24943,1551
Santa Cruz,2/27/2021,2635,930,1705,0,1836,35775,798,25741,1836
Santa Cruz,2/28/2021,1296,359,937,0,1084,36650,209,25950,1084
Santa Cruz,3/1/2021,1828,1255,573,0,689,36203,1136,27086,689
Santa Cruz,3/2/2021,1527,357,1170,0,855,36391,670,27756,858
Santa Cruz,3/3/2021,2345,607,1738,0,1274,36597,1068,28824,1274
Santa Cruz,3/4/2021,3007,1406,1600,1,2023,37649,973,29797,2025
Santa Cruz,3/5/2021,2601,476,2107,18,1121,37311,1477,31274,1139
Santa Cruz,3/6/2021,3869,1346,2418,105,2157,37859,1712,32986,2260
Santa Cruz,3/7/2021,1346,128,1144,74,555,37698,790,33776,629
Santa Cruz,3/8/2021,1080,219,732,129,650,38048,429,34205,779
Santa Cruz,3/9/2021,1772,238,1387,147,700,37825,1070,35275,847
Santa Cruz,3/10/2021,3859,2089,1621,149,1996,38111,1861,37136,2147
Santa Cruz,3/11/2021,2805,1218,1412,175,1549,38582,1255,38391,1726
Santa Cruz,3/12/2021,2755,890,1573,292,908,37937,1844,40235,1199
Santa Cruz,3/13/2021,2309,1333,932,44,1177,38029,1130,41365,1222
Santa Cruz,3/14/2021,902,215,673,14,440,38022,460,41825,453
Santa Cruz,3/15/2021,1353,484,834,35,582,37872,768,42593,618
Santa Cruz,3/16/2021,2318,1088,1189,41,1343,38283,972,43565,1383
Santa Cruz,3/17/2021,3869,2234,1625,10,2523,39477,1342,44907,2536
Santa Cruz,3/18/2021,3867,2095,1652,120,2071,39875,1793,46700,2191
Santa Cruz,3/19/2021,3283,1324,1734,225,1656,40134,1622,48322,1881
Santa Cruz,3/20/2021,2167,1614,516,37,1095,40197,1069,49391,1132
Santa Cruz,3/21/2021,826,438,266,122,444,40384,380,49771,567
Santa Cruz,3/22/2021,1372,848,502,22,941,40920,428,50199,964
Santa Cruz,3/23/2021,2570,1444,1076,50,1717,41836,851,51050,1767
Santa Cruz,3/24/2021,3019,2030,967,22,2000,42843,1014,52064,2021
Santa Cruz,3/25/2021,2642,1330,1277,35,1358,42960,1276,53340,1393
Santa Cruz,3/26/2021,3035,1828,1180,27,2063,44085,965,54305,2090
Santa Cruz,3/27/2021,3238,2014,1199,25,1530,43944,1697,56002,1556
Santa Cruz,3/28/2021,927,569,344,14,493,44022,429,56431,507
Santa Cruz,3/29/2021,1957,878,1011,68,1258,44652,696,57127,1326
Santa Cruz,3/30/2021,2706,817,1726,163,1735,45581,969,58096,1898
Santa Cruz,3/31/2021,4062,2722,1292,48,2086,45743,1972,60068,2134
Santa Cruz,4/1/2021,4021,2152,1762,107,2026,45886,1990,62058,2133
Santa Cruz,4/2/2021,3145,1427,1536,182,1740,46408,1400,63458,1922
Santa Cruz,4/3/2021,2260,1234,893,133,890,46063,1367,64825,1022
Santa Cruz,4/4/2021,937,492,390,55,552,46285,385,65210,607
Santa Cruz,4/5/2021,2263,798,1294,171,1394,46982,868,66078,1565
Santa Cruz,4/6/2021,3378,1670,1328,380,1988,47967,1380,67458,2365
Santa Cruz,4/7/2021,4148,1636,2150,362,1864,47912,2280,69738,2225
Santa Cruz,4/8/2021,4266,2350,1402,514,2513,49192,1744,71482,3024
Santa Cruz,4/9/2021,3580,1522,1657,401,1981,49981,1594,73076,2383
Santa Cruz,4/10/2021,2261,1101,910,250,1077,50126,1181,74257,1326
Santa Cruz,4/11/2021,1001,527,382,92,487,50191,514,74771,579
Santa Cruz,4/12/2021,2304,832,1038,434,1103,50541,1186,75957,1536
Santa Cruz,4/13/2021,2898,1459,1437,2,1632,50914,1261,77218,1634
Santa Cruz,4/14/2021,4601,2221,2380,0,2382,51087,2210,79428,2383
Santa Cruz,4/15/2021,4788,2979,1809,0,3136,52581,1642,81070,3136
Santa Cruz,4/16/2021,4420,2540,1878,2,2468,53107,1945,83015,2471
Santa Cruz,4/17/2021,2241,893,1348,0,1485,53837,755,83770,1485
Santa Cruz,4/18/2021,1067,507,560,0,592,53956,473,84243,592
Santa Cruz,4/19/2021,2423,1515,907,1,1496,54527,925,85168,1496
Santa Cruz,4/20/2021,3115,1693,1422,0,1778,54979,1327,86495,1779
Santa Cruz,4/21/2021,4094,2809,1285,0,2245,55391,1834,88329,2246
Santa Cruz,4/22/2021,3813,2641,1172,0,2177,55940,1629,89958,2178
Santa Cruz,4/23/2021,1709,1127,581,1,763,55760,944,90902,764
Shasta,12/16/2020,131,131,0,0,131,131,0,0,131
Shasta,12/17/2020,417,417,0,0,417,548,0,0,417
Shasta,12/18/2020,166,166,0,0,166,714,0,0,166
Shasta,12/19/2020,1,1,0,0,1,715,0,0,1
Shasta,12/21/2020,80,80,0,0,80,795,0,0,80
Shasta,12/22/2020,191,186,5,0,191,986,0,0,191
Shasta,12/23/2020,174,170,4,0,174,1160,0,0,174
Shasta,12/24/2020,18,18,0,0,18,1178,0,0,18
Shasta,12/26/2020,4,1,3,0,4,1182,0,0,4
Shasta,12/27/2020,1,0,1,0,1,1183,0,0,1
Shasta,12/28/2020,40,31,9,0,40,1223,0,0,40
Shasta,12/29/2020,186,185,1,0,186,1409,0,0,186
Shasta,12/30/2020,178,168,10,0,178,1587,0,0,178
Shasta,12/31/2020,83,2,81,0,83,1670,0,0,83
Shasta,1/2/2021,2,0,2,0,2,1672,0,0,2
Shasta,1/3/2021,1,1,0,0,1,1673,0,0,1
Shasta,1/4/2021,347,306,41,0,348,2021,0,0,348
Shasta,1/5/2021,335,314,21,0,254,2194,81,81,254
Shasta,1/6/2021,437,395,42,0,175,2108,261,342,175
Shasta,1/7/2021,116,35,81,0,95,2182,21,363,95
Shasta,1/8/2021,507,447,60,0,299,2273,208,571,299
Shasta,1/9/2021,72,63,9,0,70,2341,2,573,70
Shasta,1/10/2021,5,0,5,0,4,2345,1,574,5
Shasta,1/11/2021,353,185,168,0,317,2626,36,610,317
Shasta,1/12/2021,444,327,117,0,270,2722,174,784,270
Shasta,1/13/2021,541,268,273,0,371,2923,170,954,371
Shasta,1/14/2021,453,51,402,0,435,3340,18,972,435
Shasta,1/15/2021,638,136,502,0,636,3974,2,974,636
Shasta,1/16/2021,898,54,844,0,895,4866,3,977,895
Shasta,1/17/2021,27,6,21,0,23,4885,4,981,23
Shasta,1/18/2021,598,129,469,0,590,5467,8,989,590
Shasta,1/19/2021,1018,397,621,0,870,6189,148,1137,870
Shasta,1/20/2021,677,409,268,0,493,6503,179,1316,493
Shasta,1/21/2021,630,277,353,0,607,7087,23,1339,607
Shasta,1/22/2021,446,171,275,0,440,7521,6,1345,440
Shasta,1/23/2021,68,5,63,0,67,7587,1,1346,67
Shasta,1/24/2021,25,2,23,0,24,7610,1,1347,24
Shasta,1/25/2021,750,491,259,0,464,7789,285,1632,464
Shasta,1/26/2021,708,332,376,0,475,8033,231,1863,475
Shasta,1/27/2021,459,179,280,0,410,8394,49,1912,410
Shasta,1/28/2021,855,576,279,0,633,8805,222,2134,633
Shasta,1/29/2021,831,330,501,0,641,9257,190,2324,642
Shasta,1/30/2021,616,14,602,0,607,9855,9,2333,607
Shasta,1/31/2021,28,4,24,0,26,9879,2,2335,26
Shasta,2/1/2021,510,148,362,0,386,10141,124,2459,386
Shasta,2/2/2021,938,493,445,0,847,10899,89,2548,847
Shasta,2/3/2021,676,210,466,0,480,11183,196,2744,480
Shasta,2/4/2021,1071,663,408,0,880,11873,190,2934,880
Shasta,2/5/2021,1221,163,1058,0,1032,12717,188,3122,1032
Shasta,2/6/2021,1728,41,1687,0,1705,14399,23,3145,1705
Shasta,2/7/2021,26,3,23,0,24,14421,2,3147,24
Shasta,2/8/2021,540,167,373,0,303,14487,237,3384,303
Shasta,2/9/2021,1026,651,375,0,676,14813,350,3734,676
Shasta,2/10/2021,1085,782,303,0,595,14918,491,4225,596
Shasta,2/11/2021,784,186,598,0,303,14745,476,4701,303
Shasta,2/12/2021,1662,1141,521,0,1168,15419,494,5195,1168
Shasta,2/13/2021,1383,367,1016,0,571,15177,813,6008,571
Shasta,2/14/2021,149,4,145,0,125,15278,24,6032,125
Shasta,2/15/2021,380,90,290,0,211,15320,169,6201,211
Shasta,2/16/2021,1086,515,571,0,319,14873,766,6967,319
Shasta,2/17/2021,994,438,556,0,376,14631,618,7585,376
Shasta,2/18/2021,875,442,433,0,428,14612,447,8032,428
Shasta,2/19/2021,1327,935,392,0,859,15003,468,8500,859
Shasta,2/20/2021,802,89,713,0,303,14807,499,8999,303
Shasta,2/21/2021,31,2,29,0,9,14794,22,9021,9
Shasta,2/22/2021,348,74,274,0,99,14645,248,9269,99
Shasta,2/23/2021,801,466,335,0,216,14276,585,9854,216
Shasta,2/24/2021,884,503,381,0,270,13933,613,10467,270
Shasta,2/25/2021,480,159,321,0,159,13772,320,10787,159
Shasta,2/26/2021,791,95,696,0,331,13645,458,11245,331
Shasta,2/27/2021,825,27,798,0,186,13194,637,11882,186
Shasta,2/28/2021,176,4,172,0,126,13270,50,11932,126
Shasta,3/1/2021,555,59,496,0,266,13248,288,12220,266
Shasta,3/2/2021,952,465,487,0,268,12834,682,12902,268
Shasta,3/3/2021,658,164,494,0,241,12658,417,13319,241
Shasta,3/4/2021,1057,505,552,0,648,12899,408,13727,649
Shasta,3/5/2021,988,161,798,29,322,12583,667,14394,351
Shasta,3/6/2021,845,386,412,47,210,12205,635,15029,257
Shasta,3/7/2021,91,3,56,32,37,12220,54,15083,69
Shasta,3/8/2021,558,46,373,139,145,12093,411,15494,284
Shasta,3/9/2021,624,48,398,178,249,12144,375,15869,426
Shasta,3/10/2021,797,256,339,202,132,11813,664,16533,333
Shasta,3/11/2021,1047,173,628,246,646,12304,401,16934,892
Shasta,3/12/2021,834,173,418,243,297,12306,536,17470,538
Shasta,3/13/2021,757,425,232,100,474,12597,282,17752,573
Shasta,3/14/2021,365,8,335,22,227,12708,138,17890,249
Shasta,3/15/2021,495,34,361,100,209,12730,286,18176,308
Shasta,3/16/2021,1084,145,872,67,806,13325,278,18454,873
Shasta,3/17/2021,688,190,440,58,389,13479,293,18747,447
Shasta,3/18/2021,1073,236,734,103,799,14111,270,19017,902
Shasta,3/19/2021,630,197,378,55,398,14333,231,19248,453
Shasta,3/20/2021,747,490,243,14,599,14798,148,19396,613
Shasta,3/21/2021,312,297,4,11,286,15069,26,19422,297
Shasta,3/22/2021,343,37,276,30,201,15159,141,19563,231
Shasta,3/23/2021,816,158,600,58,625,15656,186,19749,683
Shasta,3/24/2021,518,156,325,37,359,15894,158,19907,396
Shasta,3/25/2021,780,194,569,17,637,16407,141,20048,654
Shasta,3/26/2021,691,261,400,30,337,16421,354,20402,368
Shasta,3/27/2021,1557,405,316,836,572,16843,983,21385,1405
Shasta,3/28/2021,404,299,95,10,302,17055,100,21485,312
Shasta,3/29/2021,416,41,363,12,162,16976,253,21738,174
