county,administered_date,total_doses,pfizer_doses,moderna_doses,jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose
Madera,12/18/2020,61,61,0,0,61,96,0,0,61
Madera,12/19/2020,5,5,0,0,5,101,0,0,5
Madera,12/20/2020,14,14,0,0,14,115,0,0,14
Madera,12/21/2020,60,60,0,0,60,175,0,0,60
Madera,12/22/2020,97,95,2,0,97,272,0,0,97
Madera,12/23/2020,68,68,0,0,68,340,0,0,68
Madera,12/24/2020,44,39,5,0,44,384,0,0,44
Madera,12/26/2020,28,26,2,0,28,412,0,0,28
Madera,12/27/2020,30,12,18,0,30,442,0,0,30
Madera,12/28/2020,105,36,69,0,105,547,0,0,105
Madera,12/29/2020,174,40,134,0,174,721,0,0,174
Madera,12/30/2020,218,86,132,0,218,939,0,0,218
Madera,12/31/2020,201,80,121,0,201,1140,0,0,201
Madera,1/1/2021,1,1,0,0,1,1141,0,0,1
Madera,1/2/2021,89,34,55,0,89,1230,0,0,89
Madera,1/3/2021,5,5,0,0,5,1235,0,0,5
Madera,1/4/2021,129,65,64,0,129,1364,0,0,129
Madera,1/5/2021,279,143,136,0,275,1635,4,4,275
Madera,1/6/2021,184,27,157,0,164,1779,20,24,164
Madera,1/7/2021,394,113,281,0,372,2129,22,46,372
Madera,1/8/2021,419,72,347,0,364,2440,54,100,365
Madera,1/9/2021,37,14,23,0,28,2459,9,109,28
Madera,1/10/2021,17,14,3,0,5,2452,12,121,5
Madera,1/11/2021,238,190,48,0,195,2604,43,164,195
Madera,1/12/2021,390,157,233,0,284,2782,106,270,284
Madera,1/13/2021,185,91,94,0,129,2856,56,326,130
Madera,1/14/2021,554,82,472,0,520,3342,34,360,520
Madera,1/15/2021,598,159,439,0,578,3900,20,380,578
Madera,1/16/2021,382,47,335,0,353,4224,29,409,353
Madera,1/17/2021,335,15,320,0,331,4551,4,413,331
Madera,1/18/2021,76,60,16,0,57,4590,18,431,57
Madera,1/19/2021,570,135,435,0,543,5107,27,458,544
Madera,1/20/2021,234,80,154,0,206,5286,27,485,206
Madera,1/21/2021,237,130,107,0,204,5459,31,516,204
Madera,1/22/2021,257,83,174,0,243,5688,14,530,243
Madera,1/23/2021,100,52,48,0,76,5740,24,554,76
Madera,1/24/2021,101,82,19,0,78,5795,23,577,78
Madera,1/25/2021,255,124,131,0,142,5824,113,690,142
Madera,1/26/2021,481,189,292,0,292,5930,188,878,294
Madera,1/27/2021,737,63,674,0,601,6396,136,1014,602
Madera,1/28/2021,536,103,433,0,433,6726,103,1117,433
Madera,1/29/2021,468,95,373,0,412,7082,56,1173,412
Madera,1/30/2021,504,16,488,0,450,7478,54,1227,450
Madera,1/31/2021,10,7,3,0,9,7486,1,1228,9
Madera,2/1/2021,256,72,184,0,197,7624,59,1287,197
Madera,2/2/2021,252,87,165,0,161,7696,90,1377,162
Madera,2/3/2021,592,459,133,0,473,8053,117,1494,474
Madera,2/4/2021,385,120,265,0,111,7892,273,1767,112
Madera,2/5/2021,974,297,677,0,368,7660,601,2368,369
Madera,2/6/2021,360,325,35,0,321,7943,38,2406,321
Madera,2/7/2021,35,7,28,0,30,7968,5,2411,30
Madera,2/8/2021,382,306,76,0,269,8125,112,2523,269
Madera,2/9/2021,479,119,360,0,197,8044,279,2802,198
Madera,2/10/2021,428,148,280,0,322,8260,106,2908,322
Madera,2/11/2021,932,304,628,0,404,8138,527,3435,405
Madera,2/12/2021,842,119,723,0,310,7925,526,3961,313
Madera,2/13/2021,484,44,440,0,139,7722,344,4305,141
Madera,2/14/2021,400,75,325,0,137,7597,263,4568,138
Madera,2/15/2021,244,98,146,0,175,7704,68,4636,175
Madera,2/16/2021,774,183,591,0,230,7394,541,5177,231
Madera,2/17/2021,608,273,335,0,339,7471,264,5441,341
Madera,2/18/2021,1297,538,759,0,1121,8418,176,5617,1123
Madera,2/19/2021,860,545,315,0,718,8996,142,5759,720
Madera,2/20/2021,1069,978,91,0,998,9925,70,5829,999
Madera,2/21/2021,965,821,144,0,959,10878,6,5835,959
Madera,2/22/2021,908,832,76,0,854,11678,54,5889,854
Madera,2/23/2021,769,497,272,0,549,12008,219,6108,549
Madera,2/24/2021,906,300,606,0,377,11856,529,6637,377
Madera,2/25/2021,1019,307,712,0,590,12019,427,7064,590
Madera,2/26/2021,1070,185,885,0,695,12341,373,7437,695
Madera,2/27/2021,868,244,624,0,446,12371,419,7856,449
Madera,2/28/2021,188,29,159,0,182,12547,6,7862,182
Madera,3/1/2021,369,116,253,0,191,12561,177,8039,191
Madera,3/2/2021,649,267,382,0,537,12987,112,8151,538
Madera,3/3/2021,1305,696,609,0,906,13521,396,8547,930
Madera,3/4/2021,1162,502,660,0,920,14201,243,8790,923
Madera,3/5/2021,1324,405,907,12,1062,15026,260,9050,1085
Madera,3/6/2021,803,622,149,32,484,15224,319,9369,517
Madera,3/7/2021,153,27,104,22,103,15299,50,9419,125
Madera,3/8/2021,595,335,201,59,302,15369,293,9712,363
Madera,3/9/2021,449,158,257,34,275,15514,172,9884,317
Madera,3/10/2021,1130,507,546,77,704,15874,422,10306,782
Madera,3/11/2021,1655,842,481,332,748,16060,905,11211,1091
Madera,3/12/2021,1527,778,595,154,750,16214,775,11986,929
Madera,3/13/2021,1811,1268,345,198,746,16111,1063,13049,960
Madera,3/14/2021,581,448,101,32,293,16150,286,13335,325
Madera,3/15/2021,728,213,469,46,505,16507,220,13555,577
Madera,3/16/2021,820,420,353,47,638,17030,179,13734,702
Madera,3/17/2021,1417,935,420,62,863,17499,546,14280,1015
Madera,3/18/2021,1870,646,1164,60,910,17601,952,15232,1054
Madera,3/19/2021,1494,588,822,84,960,18181,528,15760,1108
Madera,3/20/2021,1130,772,307,51,579,18307,550,16310,676
Madera,3/21/2021,1071,872,154,45,355,17995,713,17023,401
Madera,3/22/2021,1356,851,437,68,684,18120,669,17692,794
Madera,3/23/2021,1395,840,464,91,737,18374,656,18348,910
Madera,3/24/2021,901,467,403,31,599,18708,300,18648,634
Madera,3/25/2021,1122,488,610,24,642,18918,469,19117,679
Madera,3/26/2021,1435,508,796,131,674,18971,755,19872,808
Madera,3/27/2021,824,525,278,21,369,18912,449,20321,390
Madera,3/28/2021,420,136,223,61,230,19066,189,20510,343
Madera,3/29/2021,681,178,476,27,492,19403,186,20696,523
Madera,3/30/2021,1015,561,422,32,557,19538,455,21151,590
Madera,3/31/2021,1297,486,697,114,451,19263,841,21992,566
Madera,4/1/2021,1224,535,640,49,437,18966,782,22774,485
Madera,4/2/2021,1506,411,1037,58,460,18449,1037,23811,520
Madera,4/3/2021,871,681,170,20,379,18367,490,24301,408
Madera,4/4/2021,184,65,117,2,85,18355,99,24400,87
Madera,4/5/2021,733,254,422,57,340,18374,392,24792,411
Madera,4/6/2021,1687,877,462,348,636,18307,1050,25842,983
Madera,4/7/2021,1194,371,674,149,452,18174,739,26581,606
Madera,4/8/2021,1673,655,767,251,559,17881,1110,27691,817
Madera,4/9/2021,1605,670,788,147,940,18311,660,28351,1090
Madera,4/10/2021,944,675,202,67,698,18832,245,28596,766
Madera,4/11/2021,770,628,65,77,285,18710,483,29079,361
Madera,4/12/2021,777,265,434,78,301,18614,476,29555,380
Madera,4/13/2021,1233,609,583,41,730,18894,501,30056,781
Madera,4/14/2021,1354,836,518,0,570,18689,781,30837,576
Madera,4/15/2021,1080,454,625,1,428,18478,641,31478,430
Madera,4/16/2021,1243,515,728,0,427,18100,806,32284,428
Madera,4/17/2021,1263,1064,199,0,827,18492,435,32719,827
Madera,4/18/2021,241,205,36,0,98,18448,142,32861,98
Madera,4/19/2021,794,232,561,1,268,18196,521,33382,269
Madera,4/20/2021,857,417,440,0,236,17816,618,34000,238
Madera,4/21/2021,843,448,395,0,293,17565,546,34546,295
Madera,4/22/2021,1028,506,522,0,378,17298,645,35191,378
Madera,4/23/2021,506,179,326,1,208,17212,295,35486,209
Marin,12/15/2020,2,2,0,0,2,2,0,0,2
Marin,12/16/2020,107,107,0,0,107,109,0,0,107
Marin,12/17/2020,260,260,0,0,260,369,0,0,260
Marin,12/18/2020,372,372,0,0,372,741,0,0,372
Marin,12/19/2020,350,349,1,0,350,1091,0,0,350
Marin,12/20/2020,167,166,1,0,167,1258,0,0,167
Marin,12/21/2020,238,235,3,0,238,1496,0,0,238
Marin,12/22/2020,523,319,204,0,523,2019,0,0,523
Marin,12/23/2020,730,322,408,0,730,2749,0,0,730
Marin,12/24/2020,357,159,198,0,357,3106,0,0,357
Marin,12/25/2020,27,0,27,0,27,3133,0,0,27
Marin,12/26/2020,142,93,49,0,142,3275,0,0,142
Marin,12/27/2020,92,55,37,0,92,3367,0,0,92
Marin,12/28/2020,408,99,309,0,408,3775,0,0,408
Marin,12/29/2020,401,88,313,0,401,4176,0,0,401
Marin,12/30/2020,625,388,237,0,625,4801,0,0,625
Marin,12/31/2020,197,33,164,0,197,4998,0,0,197
Marin,1/1/2021,14,5,9,0,14,5012,0,0,14
Marin,1/2/2021,103,97,6,0,103,5115,0,0,103
Marin,1/3/2021,54,36,18,0,51,5166,0,0,51
Marin,1/4/2021,292,189,103,0,291,5456,1,1,291
Marin,1/5/2021,365,222,143,0,322,5735,43,44,322
Marin,1/6/2021,816,315,501,0,640,6199,176,220,640
Marin,1/7/2021,888,501,387,0,541,6393,347,567,541
Marin,1/8/2021,971,515,456,0,594,6611,376,943,594
Marin,1/9/2021,618,223,395,0,487,6967,131,1074,487
Marin,1/10/2021,128,99,29,0,54,6947,74,1148,54
Marin,1/11/2021,467,326,141,0,248,6977,219,1367,249
Marin,1/12/2021,936,539,397,0,566,7176,367,1734,566
Marin,1/13/2021,1175,498,677,0,937,7875,238,1972,937
Marin,1/14/2021,1066,318,748,0,916,8643,148,2120,916
Marin,1/15/2021,1152,354,798,0,1022,9537,129,2249,1023
Marin,1/16/2021,1117,914,203,0,1043,10506,74,2323,1043
Marin,1/17/2021,1233,1114,119,0,1205,11687,27,2350,1208
Marin,1/18/2021,360,159,201,0,309,11945,51,2401,309
Marin,1/19/2021,1155,913,242,0,983,12757,171,2572,983
Marin,1/20/2021,1784,1203,581,0,1054,13092,719,3291,1054
Marin,1/21/2021,1683,1062,621,0,1331,14076,349,3640,1333
Marin,1/22/2021,1696,1086,610,0,1529,15438,167,3807,1529
Marin,1/23/2021,1842,1341,501,0,1757,17111,84,3891,1757
Marin,1/24/2021,613,166,447,0,581,17660,32,3923,581
Marin,1/25/2021,1125,227,898,0,693,17922,432,4355,694
Marin,1/26/2021,1503,780,723,0,1124,18668,378,4733,1124
Marin,1/27/2021,1697,871,826,0,1347,19668,348,5081,1348
Marin,1/28/2021,2070,1064,1006,0,1808,21216,261,5342,1809
Marin,1/29/2021,2184,1437,747,0,1982,23008,191,5533,1983
Marin,1/30/2021,1713,899,814,0,1635,24566,78,5611,1636
Marin,1/31/2021,453,316,137,0,428,24969,25,5636,428
Marin,2/1/2021,1087,416,671,0,888,25659,199,5835,889
Marin,2/2/2021,1350,462,888,0,724,25767,616,6451,724
Marin,2/3/2021,1779,428,1351,0,1255,26499,523,6974,1255
Marin,2/4/2021,1534,512,1022,0,934,26836,597,7571,934
Marin,2/5/2021,2174,681,1493,0,1336,27338,834,8405,1336
Marin,2/6/2021,1426,850,576,0,603,27119,822,9227,603
Marin,2/7/2021,1287,1005,282,0,489,26811,797,10024,489
Marin,2/8/2021,1517,753,764,0,725,26746,790,10814,725
Marin,2/9/2021,1782,1122,660,0,837,26638,945,11759,837
Marin,2/10/2021,2335,1489,846,0,1218,26742,1115,12874,1219
Marin,2/11/2021,2866,1646,1220,0,1453,26789,1408,14282,1455
Marin,2/12/2021,3061,1538,1523,0,1567,26864,1492,15774,1567
Marin,2/13/2021,2332,1242,1090,0,1128,26790,1202,16976,1128
Marin,2/14/2021,810,301,509,0,717,27415,93,17069,718
Marin,2/15/2021,1214,356,858,0,833,27869,380,17449,834
Marin,2/16/2021,2463,1056,1407,0,1503,28413,959,18408,1503
Marin,2/17/2021,2094,938,1156,0,1087,28496,1005,19413,1088
Marin,2/18/2021,2411,1577,834,0,1060,28206,1350,20763,1060
Marin,2/19/2021,2755,2153,602,0,1219,27902,1524,22287,1220
Marin,2/20/2021,2566,2112,454,0,1218,27777,1343,23630,1218
Marin,2/21/2021,1281,1089,192,0,907,28314,370,24000,907
Marin,2/22/2021,1823,1405,418,0,1212,28917,609,24609,1212
Marin,2/23/2021,2832,1614,1218,0,1908,29911,915,25524,1909
Marin,2/24/2021,3505,1605,1900,0,2253,30920,1245,26769,2254
Marin,2/25/2021,3925,1808,2117,0,2768,32539,1150,27919,2769
Marin,2/26/2021,3480,1879,1601,0,2528,34126,941,28860,2528
Marin,2/27/2021,2607,1494,1113,0,1773,35070,831,29691,1775
Marin,2/28/2021,1379,918,461,0,1043,35780,333,30024,1043
Marin,3/1/2021,2472,1535,937,0,1662,36636,806,30830,1662
Marin,3/2/2021,2430,1596,833,1,1683,37576,744,31574,1684
Marin,3/3/2021,4287,2377,1908,2,2778,38852,1504,33078,2780
Marin,3/4/2021,3337,1644,1692,1,2330,40186,1000,34078,2334
Marin,3/5/2021,3024,1133,1879,12,1775,40727,1246,35324,1787
Marin,3/6/2021,3225,2314,832,79,2653,42891,567,35891,2731
Marin,3/7/2021,1367,1151,192,24,979,43509,385,36276,1003
Marin,3/8/2021,1872,1367,388,117,1407,44571,462,36738,1524
Marin,3/9/2021,2098,1217,774,107,1425,45432,671,37409,1532
Marin,3/10/2021,4396,2457,1659,280,3173,47666,1220,38629,3454
Marin,3/11/2021,4551,1869,2546,136,3262,49782,1282,39911,3398
Marin,3/12/2021,3967,1534,2077,356,1559,49299,2397,42308,1914
Marin,3/13/2021,4089,2855,1163,71,2418,50114,1669,43977,2484
Marin,3/14/2021,2271,1095,1060,116,726,49413,1543,45520,842
Marin,3/15/2021,3226,1761,1418,47,1220,48683,1996,47516,1266
Marin,3/16/2021,4294,2308,1622,364,1520,47794,2771,50287,1882
Marin,3/17/2021,4174,2263,1867,44,2054,47781,2110,52397,2097
Marin,3/18/2021,4471,2248,2150,73,2242,47879,2215,54612,2313
Marin,3/19/2021,4455,2273,1965,217,2432,48510,2017,56629,2648
Marin,3/20/2021,3576,1981,1481,114,2035,49126,1534,58163,2150
Marin,3/21/2021,1530,1126,379,25,797,49217,731,58894,822
Marin,3/22/2021,2461,2129,167,165,987,48899,1470,60364,1152
Marin,3/23/2021,4233,2190,1913,130,1938,48678,2289,62653,2068
Marin,3/24/2021,4414,2894,1416,104,1796,47969,2607,65260,1898
Marin,3/25/2021,4640,2831,1741,68,2269,47945,2359,67619,2335
Marin,3/26/2021,4282,2323,1745,214,2419,48732,1846,69465,2633
Marin,3/27/2021,3686,2647,1021,18,1143,47361,2532,71997,1161
Marin,3/28/2021,2374,1718,650,6,1100,47198,1269,73266,1106
Marin,3/29/2021,2687,2095,567,25,1191,46921,1493,74759,1216
Marin,3/30/2021,4650,3648,969,33,3063,48433,1584,76343,3096
Marin,3/31/2021,5781,4100,1632,49,2576,47863,3195,79538,2625
Marin,4/1/2021,4383,2260,1872,251,2108,47955,2267,81805,2359
Marin,4/2/2021,3674,1820,1491,363,1955,48560,1713,83518,2318
Marin,4/3/2021,3831,2519,943,369,1462,48032,2359,85877,1831
Marin,4/4/2021,1632,1227,201,204,1193,48991,438,86315,1397
Marin,4/5/2021,2183,1516,296,371,1258,49696,922,87237,1627
Marin,4/6/2021,3930,2102,1281,547,2185,50686,1739,88976,2729
Marin,4/7/2021,3896,1965,1293,638,1415,50265,2474,91450,2053
Marin,4/8/2021,4986,1950,2430,606,2278,50442,2701,94151,2878
Marin,4/9/2021,3933,1529,1681,723,1296,49825,2633,96784,2016
Marin,4/10/2021,3176,1460,1283,433,1429,49948,1737,98521,1860
Marin,4/11/2021,1055,801,93,161,474,50002,580,99101,634
Marin,4/12/2021,1704,1228,340,136,919,50276,782,99883,1056
Marin,4/13/2021,3707,2272,1428,7,1350,49286,2347,102230,1357
Marin,4/14/2021,4142,2477,1663,2,1702,48556,2433,104663,1703
Marin,4/15/2021,5538,3924,1614,0,3178,49389,2346,107009,3179
Marin,4/16/2021,4223,2222,1998,3,2062,49305,2149,109158,2065
Marin,4/17/2021,3514,2151,1363,0,1758,49312,1751,110909,1758
Marin,4/18/2021,3201,3100,101,0,2562,51238,636,111545,2562
Marin,4/19/2021,2003,1834,169,0,1158,51556,842,112387,1160
Marin,4/20/2021,3692,2554,1138,0,1482,50833,2205,114592,1482
Marin,4/21/2021,4002,2943,1057,2,1379,49605,2608,117200,1380
Marin,4/22/2021,3807,2851,956,0,1316,48438,2484,119684,1317
Marin,4/23/2021,716,257,459,0,269,48260,447,120131,269
Mariposa,12/17/2020,37,37,0,0,39,39,0,0,39
Mariposa,12/18/2020,56,56,0,0,57,96,0,0,57
Mariposa,12/20/2020,2,2,0,0,2,98,0,0,2
Mariposa,12/21/2020,47,47,0,0,52,150,0,0,52
Mariposa,12/22/2020,5,5,0,0,5,155,0,0,5
Mariposa,12/23/2020,17,17,0,0,17,172,0,0,17
Mariposa,12/24/2020,1,0,1,0,0,172,0,0,0
Mariposa,12/26/2020,1,1,0,0,1,173,0,0,1
Mariposa,12/27/2020,1,0,1,0,1,174,0,0,1
Mariposa,12/28/2020,6,3,3,0,6,180,0,0,6
Mariposa,12/29/2020,33,3,30,0,33,213,0,0,33
Mariposa,12/30/2020,25,4,21,0,25,238,0,0,25
Mariposa,12/31/2020,17,0,17,0,17,255,0,0,17
Mariposa,1/2/2021,2,2,0,0,2,257,0,0,2
Mariposa,1/4/2021,8,1,7,0,8,265,0,0,8
Mariposa,1/5/2021,24,14,10,0,14,269,10,10,14
Mariposa,1/6/2021,6,3,3,0,3,269,3,13,3
Mariposa,1/7/2021,52,47,5,0,5,227,47,60,5
Mariposa,1/8/2021,109,80,29,0,34,186,75,135,34
Mariposa,1/9/2021,1,0,1,0,1,187,0,135,1
Mariposa,1/11/2021,31,10,21,0,23,202,8,143,23
Mariposa,1/12/2021,19,4,15,0,15,213,4,147,15
Mariposa,1/13/2021,21,4,17,0,18,228,3,150,18
Mariposa,1/14/2021,73,7,66,0,67,289,6,156,67
Mariposa,1/15/2021,66,26,40,0,56,335,10,166,56
Mariposa,1/16/2021,14,2,12,0,13,347,1,167,13
Mariposa,1/17/2021,2,0,2,0,2,349,0,167,2
Mariposa,1/18/2021,3,3,0,0,1,348,2,169,1
Mariposa,1/19/2021,8,4,4,0,5,351,2,171,5
Mariposa,1/20/2021,23,1,22,0,22,372,1,172,22
Mariposa,1/21/2021,64,8,56,0,59,426,5,177,59
Mariposa,1/22/2021,55,2,53,0,55,481,0,177,55
Mariposa,1/23/2021,116,2,114,0,115,595,1,178,115
Mariposa,1/24/2021,2,2,0,0,2,597,0,178,2
Mariposa,1/25/2021,4,1,3,0,0,593,4,182,0
Mariposa,1/26/2021,36,4,32,0,4,569,32,214,8
Mariposa,1/27/2021,22,1,21,0,13,573,9,223,13
Mariposa,1/28/2021,127,3,124,0,113,673,13,236,113
Mariposa,1/29/2021,84,22,62,0,83,755,1,237,83
Mariposa,1/30/2021,9,1,8,0,8,762,1,238,8
Mariposa,1/31/2021,1,0,1,0,1,763,0,238,1
Mariposa,2/1/2021,87,30,57,0,66,808,21,259,66
Mariposa,2/2/2021,15,3,12,0,9,811,6,265,9
Mariposa,2/3/2021,20,1,19,0,14,819,6,271,14
Mariposa,2/4/2021,91,8,83,0,86,902,4,275,87
Mariposa,2/5/2021,189,5,184,0,162,1037,27,302,162
Mariposa,2/6/2021,11,4,7,0,10,1046,1,303,10
Mariposa,2/8/2021,40,2,38,0,21,1048,19,322,21
Mariposa,2/9/2021,43,25,18,0,37,1079,6,328,37
Mariposa,2/10/2021,28,5,23,0,17,1092,10,338,23
Mariposa,2/11/2021,373,5,368,0,360,1441,13,351,362
Mariposa,2/12/2021,183,7,176,0,140,1538,43,394,140
Mariposa,2/13/2021,11,3,8,0,9,1545,2,396,9
Mariposa,2/14/2021,7,4,3,0,5,1548,2,398,5
Mariposa,2/15/2021,8,2,6,0,7,1554,1,399,7
Mariposa,2/16/2021,57,34,23,0,34,1565,23,422,34
Mariposa,2/17/2021,35,8,27,0,27,1585,7,429,27
Mariposa,2/18/2021,55,7,48,0,20,1570,35,464,20
Mariposa,2/19/2021,82,3,79,0,77,1642,5,469,77
Mariposa,2/20/2021,251,4,247,0,222,1836,28,497,222
Mariposa,2/21/2021,233,2,231,0,232,2067,1,498,232
Mariposa,2/22/2021,24,7,17,0,21,2085,3,501,21
Mariposa,2/23/2021,42,36,6,0,25,2093,17,518,25
Mariposa,2/24/2021,19,3,16,0,7,2089,11,529,7
Mariposa,2/25/2021,17,8,9,0,11,2094,6,535,11
Mariposa,2/26/2021,421,6,415,0,360,2394,61,596,361
Mariposa,2/27/2021,171,5,166,0,160,2543,11,607,160
Mariposa,2/28/2021,2,1,1,0,0,2541,2,609,0
Mariposa,3/1/2021,81,25,56,0,16,2493,64,673,16
Mariposa,3/2/2021,20,13,7,0,11,2495,9,682,11
Mariposa,3/3/2021,71,5,66,0,66,2557,5,687,67
Mariposa,3/4/2021,31,8,23,0,20,2566,11,698,20
Mariposa,3/5/2021,50,8,42,0,37,2594,13,711,41
Mariposa,3/6/2021,15,6,9,0,7,2593,8,719,7
Mariposa,3/7/2021,1,1,0,0,0,2592,1,720,0
Mariposa,3/8/2021,38,4,23,11,9,2583,29,749,20
Mariposa,3/9/2021,47,18,19,10,16,2578,31,780,26
Mariposa,3/10/2021,30,10,10,10,10,2578,20,800,20
Mariposa,3/11/2021,464,6,440,18,224,2584,239,1039,245
Mariposa,3/12/2021,252,6,218,28,112,2583,140,1179,139
Mariposa,3/13/2021,33,7,11,15,12,2588,21,1200,26
Mariposa,3/14/2021,17,2,4,11,3,2588,14,1214,14
Mariposa,3/15/2021,76,7,31,38,31,2612,45,1259,69
Mariposa,3/16/2021,82,32,15,35,24,2613,58,1317,59
Mariposa,3/17/2021,72,11,53,8,52,2654,19,1336,60
Mariposa,3/18/2021,66,15,41,10,41,2680,25,1361,51
Mariposa,3/19/2021,335,8,322,5,301,2952,34,1395,306
Mariposa,3/20/2021,424,5,417,2,48,2627,376,1771,51
Mariposa,3/21/2021,13,8,4,1,9,2633,4,1775,10
Mariposa,3/22/2021,36,7,21,8,25,2656,11,1786,34
Mariposa,3/23/2021,52,32,10,10,32,2678,20,1806,42
Mariposa,3/24/2021,56,5,49,2,51,2726,5,1811,53
Mariposa,3/25/2021,73,15,50,8,53,2767,20,1831,61
Mariposa,3/26/2021,486,9,476,1,250,2782,236,2067,251
Mariposa,3/27/2021,225,8,217,0,90,2738,135,2202,91
Mariposa,3/28/2021,6,1,2,3,2,2739,4,2206,5
Mariposa,3/29/2021,18,5,13,0,11,2743,7,2213,11
Mariposa,3/30/2021,38,14,8,16,15,2751,23,2236,31
Mariposa,3/31/2021,86,17,68,1,71,2808,15,2251,72
Mariposa,4/1/2021,21,8,12,1,8,2804,13,2264,9
Mariposa,4/2/2021,47,10,35,2,16,2792,30,2294,18
Mariposa,4/3/2021,9,6,3,0,4,2791,5,2299,4
Mariposa,4/4/2021,2,1,0,1,0,2790,2,2301,1
Mariposa,4/5/2021,30,22,5,3,14,2791,16,2317,17
Mariposa,4/6/2021,43,20,7,16,13,2791,29,2346,29
Mariposa,4/7/2021,31,5,7,19,2,2783,29,2375,21
Mariposa,4/8/2021,50,13,18,19,16,2786,32,2407,35
Mariposa,4/9/2021,33,9,12,12,10,2785,23,2430,22
Mariposa,4/10/2021,15,1,4,10,4,2787,11,2441,13
Mariposa,4/11/2021,8,4,2,2,1,2783,7,2448,3
Mariposa,4/12/2021,36,10,24,2,8,2765,28,2476,10
Mariposa,4/13/2021,55,46,9,0,36,2782,19,2495,36
Mariposa,4/14/2021,13,6,7,0,7,2783,6,2501,7
Mariposa,4/15/2021,28,16,12,0,14,2786,11,2512,14
Mariposa,4/16/2021,58,12,46,0,25,2778,33,2545,25
Mariposa,4/17/2021,11,6,5,0,8,2783,3,2548,8
Mariposa,4/18/2021,6,0,6,0,3,2783,3,2551,3
Mariposa,4/19/2021,54,24,30,0,29,2788,24,2575,29
Mariposa,4/20/2021,62,49,13,0,40,2809,19,2594,40
Mariposa,4/21/2021,20,12,8,0,9,2808,10,2604,9
Mariposa,4/22/2021,23,8,15,0,18,2822,4,2608,18
Mariposa,4/23/2021,121,66,55,0,111,2923,10,2618,111
Mendocino,12/17/2020,70,70,0,0,70,70,0,0,70
Mendocino,12/18/2020,85,84,1,0,84,154,0,0,84
Mendocino,12/19/2020,4,4,0,0,4,158,0,0,4
Mendocino,12/20/2020,7,7,0,0,7,165,0,0,7
Mendocino,12/21/2020,244,244,0,0,77,242,0,0,77
Mendocino,12/22/2020,250,189,61,0,250,492,0,0,250
Mendocino,12/23/2020,270,47,223,0,269,761,0,0,269
Mendocino,12/24/2020,49,8,41,0,49,810,0,0,49
Mendocino,12/25/2020,1,0,1,0,1,811,0,0,1
Mendocino,12/26/2020,2,2,0,0,2,813,0,0,2
Mendocino,12/27/2020,1,0,1,0,1,814,0,0,1
Mendocino,12/28/2020,74,9,65,0,74,888,0,0,74
Mendocino,12/29/2020,122,61,61,0,122,1010,0,0,122
Mendocino,12/30/2020,123,68,55,0,123,1133,0,0,123
Mendocino,12/31/2020,130,95,35,0,130,1263,0,0,130
Mendocino,1/1/2021,7,5,2,0,7,1270,0,0,7
Mendocino,1/2/2021,1,1,0,0,1,1271,0,0,1
Mendocino,1/4/2021,840,19,821,0,840,2111,0,0,840
Mendocino,1/5/2021,71,35,36,0,58,2156,13,13,58
Mendocino,1/6/2021,151,129,22,0,141,2287,10,23,141
Mendocino,1/7/2021,355,235,120,0,292,2516,63,86,292
Mendocino,1/8/2021,95,82,13,0,41,2504,54,140,42
Mendocino,1/9/2021,10,6,4,0,8,2510,2,142,8
Mendocino,1/10/2021,8,8,0,0,1,2504,7,149,1
Mendocino,1/11/2021,101,92,9,0,43,2490,57,206,43
Mendocino,1/12/2021,386,376,10,0,270,2644,116,322,270
Mendocino,1/13/2021,483,145,338,0,442,3048,39,361,443
Mendocino,1/14/2021,636,20,616,0,627,3666,9,370,627
Mendocino,1/15/2021,1856,858,998,0,1852,5514,4,374,1852
Mendocino,1/16/2021,791,50,741,0,789,6301,2,376,789
Mendocino,1/17/2021,554,1,553,0,553,6853,1,377,553
Mendocino,1/18/2021,488,463,25,0,476,7317,12,389,476
Mendocino,1/19/2021,332,147,185,0,156,7297,176,565,156
Mendocino,1/20/2021,552,405,147,0,446,7640,104,669,447
Mendocino,1/21/2021,535,222,313,0,351,7808,183,852,351
Mendocino,1/22/2021,149,58,91,0,110,7879,39,891,110
Mendocino,1/23/2021,155,83,72,0,149,8022,6,897,149
Mendocino,1/24/2021,5,3,2,0,5,8027,0,897,5
Mendocino,1/25/2021,191,18,173,0,121,8078,70,967,121
Mendocino,1/26/2021,157,57,100,0,96,8113,61,1028,96
Mendocino,1/27/2021,432,362,70,0,174,8036,251,1279,174
Mendocino,1/28/2021,585,521,64,0,491,8433,94,1373,491
Mendocino,1/29/2021,391,350,41,0,362,8767,29,1402,363
Mendocino,1/30/2021,48,30,18,0,41,8801,7,1409,41
Mendocino,1/31/2021,273,2,271,0,3,8534,270,1679,3
Mendocino,2/1/2021,381,53,328,0,58,8269,323,2002,58
Mendocino,2/2/2021,720,501,219,0,362,8273,358,2360,362
Mendocino,2/3/2021,391,206,185,0,221,8326,168,2528,221
Mendocino,2/4/2021,624,528,96,0,500,8702,124,2652,500
Mendocino,2/5/2021,1298,1211,87,0,584,8573,713,3365,584
Mendocino,2/6/2021,559,158,401,0,544,9102,15,3380,544
Mendocino,2/7/2021,32,28,4,0,32,9134,0,3380,32
