School_name,county,Longitude,Latitude,Total_Enrollment
InterCoast Colleges-Riverside,Riverside,-117.344752,33.993598,159.0
University of Antelope Valley,Los Angeles,-118.13496799999999,34.683587,814.0
California Healing Arts College,Los Angeles,-118.265919,33.844718,52.0
International Technological University,Santa Clara,-121.93099099999999,37.38881,532.0
NTMA Training Centers of Southern California,Los Angeles,-118.07423100000001,33.943020000000004,146.0
West Coast University-Los Angeles,Los Angeles,-118.39941,34.187134,2215.0
InterCoast Colleges-West Covina,Los Angeles,-117.89763,34.073415999999995,151.0
Northcentral University,San Diego,-117.243889,32.910804999999996,11223.0
Folsom Lake College,Sacramento,-121.127486,38.661372,8945.0
ATI College-Norwalk,Los Angeles,-118.00383500000001,33.948521,23.0
Advanced College,Los Angeles,-118.15794,33.915383,25.0
Advanced Training Associates,San Diego,-116.98178100000001,32.819023,82.0
CES College,Los Angeles,-118.303297,34.180401,126.0
Stellar Career College,Stanislaus,-121.07101499999999,37.701963,32.0
University of California-Merced,Merced,-120.424944,37.366237,8847.0
North-West College-Riverside,Riverside,-117.485881,33.9145,560.0
Cambridge Junior College-Yuba City,Sutter,-121.652227,39.13994,112.0
Career Care Institute,Los Angeles,-118.15638,34.678236,640.0
Community Christian College,San Bernardino,-117.217101,34.068664,203.0
Los Angeles College of Music,Los Angeles,-118.15011299999999,34.139293,288.0
Stanbridge University,Orange,-117.85763600000001,33.678878999999995,1364.0
United States University,San Diego,-117.154904,32.7769,1243.0
SAE Expression College,Alameda,-122.2954,37.847631,583.0
United Education Institute-Chula Vista,San Diego,-117.06535500000001,32.608605,823.0
United Education Institute-West Covina,Los Angeles,-117.90946000000001,34.075984000000005,678.0
California Career College,Los Angeles,-118.601794,34.197565999999995,117.0
Palladium Technical Academy Inc,Los Angeles,-118.04358,34.091838,33.0
Palace Beauty College,Los Angeles,-118.309491,34.044739,239.0
National Polytechnic College,Los Angeles,-118.143809,33.860528,192.0
American Career College-Ontario,San Bernardino,-117.58381399999999,34.068203999999994,1326.0
Asher College,Sacramento,-121.41576699999999,38.587784,646.0
American Institute of Massage Therapy,Orange,-117.84829099999999,33.71488,36.0
University of East-West Medicine,Santa Clara,-121.99701100000001,37.3864,176.0
Blake Austin College,Solano,-121.94560600000001,38.378547999999995,337.0
SUM Bible College and Theological Seminary,El Dorado,-121.05568400000001,38.620464,626.0
Universal Technical Institute of Northern California Inc,Sacramento,-121.529503,38.64575,1289.0
West Hills College-Lemoore,Kings,-119.823866,36.292431,4359.0
Milan Institute-Fresno,Fresno,-119.795645,36.822404,437.0
Beaumont Adult School,Riverside,-116.96472800000001,33.951365,88.0
Make-up Designory,Los Angeles,-118.30833600000001,34.180238,262.0
Gnomon,Los Angeles,-118.32908300000001,34.089501,399.0
Coachella Valley Beauty College,Riverside,-116.278254,33.708193,58.0
Valley College of Medical Careers,Los Angeles,-118.60673100000001,34.221839,94.0
University of the West,Los Angeles,-118.08296399999999,34.045984999999995,284.0
Paul Mitchell the School-San Diego,San Diego,-117.16083799999998,32.719128000000005,253.0
Paul Mitchell the School-Sherman Oaks,Los Angeles,-118.46736899999999,34.155811,267.0
Healthcare Career College,Los Angeles,-118.14964499999999,33.889719,333.0
Trident University International,Orange,-118.032177,33.80595,7298.0
Coastline Beauty College,Orange,-117.921471,33.728821,172.0
Milan Institute of Cosmetology-Fairfield,Solano,-122.0455,38.248447999999996,60.0
Milan Institute of Cosmetology-Visalia,Tulare,-119.309922,36.301860999999995,33.0
Mayfield College,Riverside,-116.458827,33.790822,468.0
Academy of Esthetics and Cosmetology,Los Angeles,-118.44422800000001,34.285043,39.0
Borner's Barber College,Los Angeles,-118.30929099999999,33.95588,31.0
Paul Mitchell the School-Pasadena,Los Angeles,-118.133403,34.144765,237.0
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,-122.40708300000001,37.777043,174.0
Laurus College,San Luis Obispo,-120.669519,35.2682,878.0
Healing Hands School of Holistic Health,San Diego,-117.086211,33.129652,337.0
Career Development Institute Inc,Los Angeles,-118.386067,34.045817,127.0
The Chicago School of Professional Psychology at Irvine,Orange,-117.838089,33.650763,454.0
Woodland Community College,Yolo,-121.73533,38.660392,3774.0
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,-118.257251,34.047958,2999.0
California Nurses Educational Institute,Riverside,-116.49014199999999,33.816672,217.0
Paul Mitchell the School-Sacramento,Sacramento,-121.41593999999999,38.594752,274.0
Providence Christian College,Los Angeles,-118.141062,34.149327,151.0
National Career College,Los Angeles,-118.446211,34.22245,317.0
Salon Success Academy-Fontana,San Bernardino,-117.437904,34.099087,33.0
Salon Success Academy-Redlands,San Bernardino,-117.218933,34.062342,134.0
Milan Institute-Bakersfield,Kern,-119.02308799999999,35.385513,317.0
Homestead Schools,Los Angeles,-118.35009,33.809096000000004,182.0
InterCoast Colleges-Rancho Cordova,Sacramento,-121.33424299999999,38.561309,117.0
San Diego Culinary Institute,San Diego,-117.02406299999998,32.763846,33.0
Beyond 21st Century Beauty Academy,Los Angeles,-118.041477,33.916443,86.0
Academy for Jewish Religion-California,Los Angeles,-118.43849499999999,34.070281,60.0
Angeles College,Los Angeles,-118.29903,34.061223,267.0
Angeles Institute,Los Angeles,-118.08074099999999,33.875772,84.0
Paul Mitchell the School-Temecula,Riverside,-117.146674,33.507315999999996,288.0
West Coast University-Orange County,Orange,-117.91181100000001,33.811040000000006,3976.0
West Coast University-Ontario,San Bernardino,-117.59003500000001,34.066590999999995,2058.0
Paul Mitchell the School-Modesto,Stanislaus,-120.99374499999999,37.683009999999996,298.0
Cosmo Beauty Academy,Sacramento,-121.401027,38.62883,118.0
Paul Mitchell the School-Fresno,Fresno,-119.78243700000002,36.809778,311.0
Unitek College,Alameda,-121.96176100000001,37.50904,2147.0
Gurnick Academy of Medical Arts,San Mateo,-122.30761799999999,37.547377000000004,2042.0
Paul Mitchell the School-East Bay,Contra Costa,-122.061226,37.94492,128.0
Touro University Worldwide,Orange,-118.057754,33.808683,1940.0
Touro University California,Solano,-122.263949,38.085479,1378.0
Moreno Valley College,Riverside,-117.20271000000001,33.887440000000005,10635.0
Norco College,Riverside,-117.57021200000001,33.917387,11715.0
Milan Institute of Cosmetology-La Quinta,Riverside,-116.28834099999999,33.711954,134.0
New York Film Academy,Los Angeles,-118.335567,34.152076,1892.0
International College of Cosmetology,Alameda,-122.220803,37.774887,223.0
Galaxy Medical College,Los Angeles,-118.39620900000001,34.186976,51.0
American Medical Sciences Center,Los Angeles,-118.25699099999999,34.147117,64.0
Santa Ana Beauty Academy,Orange,-117.835205,33.766402,24.0
Elite Cosmetology School,San Bernardino,-116.43553100000001,34.121188000000004,113.0
Bergin University of Canine Studies,Sonoma,-122.666954,38.289155,59.0
Cinta Aveda Institute,San Francisco,-122.404307,37.790935,268.0
Southern California Health Institute,Los Angeles,-118.526822,34.200827000000004,301.0
Academy for Salon Professionals,Los Angeles,-118.55821499999999,34.233959999999996,82.0
International College of Beauty Arts & Sciences,Los Angeles,-118.273227,34.148057,49.0
John Paul the Great Catholic University,San Diego,-117.082401,33.12085,278.0
CET-Soledad,Monterey,-121.316599,36.414559999999994,129.0
United Education Institute-UEI College San Marcos,San Diego,-117.118524,33.131561,489.0
United Education Institute-Anaheim,Orange,-117.922969,33.851393,587.0
Aveda Institute-Los Angeles,Los Angeles,-118.44656599999999,34.062796999999996,168.0
UEI College-Riverside,Riverside,-117.35175500000001,33.975392,829.0
Los Angeles Pacific University,Los Angeles,-117.82748400000001,34.110723,1953.0
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,-119.70516,34.424541999999995,81.0
Marian Health Careers Center-Van Nuys Campus,Los Angeles,-118.46556100000001,34.177483,128.0
Beverly Hills Design Institute,Los Angeles,-118.375621,34.06463,16.0
Annenberg School of Nursing,Los Angeles,-118.553851,34.200825,24.0
Flair Beauty College,Los Angeles,-118.55001499999999,34.414463,62.0
Medical Allied Career Center,Los Angeles,-118.062402,33.91871,70.0
Diamond Beauty College,Los Angeles,-118.04671100000002,34.062971000000005,47.0
Unitek College,San Mateo,-122.455603,37.656420000000004,216.0
California College San Diego,San Diego,-117.16065800000001,33.138303,250.0
Unitek College,Alameda,-122.116059,37.661039,153.0
Advance Beauty Techs Academy,Riverside,-117.517655,33.884074,122.0
Brand College,Los Angeles,-118.265551,34.157990000000005,24.0
Hinton Barber and Beauty College,Solano,-122.245384,38.109629,56.0
Advanced Career Institute,Tulare,-119.38533000000001,36.344669,637.0
Platt College-Riverside,Riverside,-117.29836499999999,33.932922999999995,473.0
United Education Institute-UEI College Stockton,San Joaquin,-121.30846100000001,37.99756,679.0
California Miramar University,San Diego,-117.11851000000001,32.77942,199.0
Grace Mission University,Orange,-117.95820800000001,33.867663,247.0
Santa Ana Beauty College,Orange,-117.895913,33.759423,101.0
Riverside County Office of Education-School of Career Education,Riverside,-117.294699,33.91733,291.0
Xavier College School of Nursing,San Joaquin,-121.29326699999999,37.966315,81.0
Lawrence & Company College of Cosmetology,Kings,-119.637371,36.33339,48.0
California Career Institute,Orange,-117.96041299999999,33.786223,147.0
J D Academy of Salon and Spa,Contra Costa,-121.995828,37.818164,128.0
InterCoast Colleges-Fairfield,Solano,-122.147995,38.212134000000006,136.0
Milan Institute-Merced,Merced,-120.481067,37.322518,319.0
UEI College-Bakersfield,Kern,-119.049925,35.381617,990.0
DeVry University-California,San Bernardino,-117.5876,34.068481,2079.0
American College of Healthcare and Technology,Los Angeles,-118.224906,33.978807,75.0
Learnet Academy Inc,Los Angeles,-118.29316499999999,34.063934,85.0
The Fab School,San Bernardino,-117.555168,34.079865999999996,148.0
Integrity College of Health,Los Angeles,-118.131722,34.171252,30.0
California Technical Academy,Riverside,-117.33924499999999,34.002717,715.0
California International Business University,San Diego,-117.168019,32.718063,34.0
Bay Area Medical Academy,San Francisco,-122.406318,37.790775,101.0
Lawrence & Company College of Cosmetology,Fresno,-119.611752,36.570318,41.0
High Desert Medical College,Monterey,-121.655732,36.669633000000005,704.0
The Salon Professional Academy-San Jose,Santa Clara,-121.989475,37.292025,174.0
Tri-Community Adult Education,Los Angeles,-117.887096,34.104391,262.0
North-West College-Anaheim,Orange,-117.95976599999999,33.839313,204.0
North-West College-Long Beach,Los Angeles,-118.14854,33.801894,299.0
University of Phoenix-California,San Bernardino,-117.58377,34.065748,4740.0
University of West Los Angeles,Los Angeles,-118.36957,33.947340999999994,204.0
California College San Diego,San Diego,-117.16696599999999,32.835221000000004,536.0
High Tech High Graduate School of Education,San Diego,-117.217661,32.732001000000004,59.0
Coachella Valley Beauty College-Hemet,Riverside,-117.010783,33.745675,84.0
Associated Barber College of San Diego,San Diego,-117.159908,32.719318,65.0
ABCO Technology,Los Angeles,-118.36977399999999,33.932121,126.0
International Sports Sciences Association,Santa Barbara,-119.48641699999999,34.387679999999996,379.0
California Intercontinental University,Orange,-117.85096100000001,33.696413,412.0
Universal Healthcare Careers College,Los Angeles,-118.274771,34.0499,156.0
Theatre of Arts,Los Angeles,-118.338144,34.0984,28.0
Westchester College of Nursing & Allied Health,Los Angeles,-118.396511,33.95487,6.0
ZMS,Los Angeles,-118.209424,34.047305,125.0
San Francisco Film School,San Francisco,-122.401124,37.791643,38.0
Presidio Graduate School,San Francisco,-122.475292,37.800259999999994,120.0
California Jazz Conservatory,Alameda,-122.268878,37.871235,47.0
California Barber and Beauty College,San Diego,-117.0814,32.757282000000004,62.0
Aviation Institute of Maintenance,Alameda,-121.92135,37.468594,278.0
Hussian College-Studio School Los Angeles,Los Angeles,-118.26069,34.054877000000005,333.0
Universal Technical Institute-Southern California,Los Angeles,-118.145393,33.826017,1075.0
California Institute of Advanced Management,Los Angeles,-118.15055,34.082467,151.0
Butte County Regional Occupational Program,Butte,-121.804024,39.715283,64.0
Alhambra Medical University,Los Angeles,-118.148684,34.080181,169.0
Abraham Lincoln University,Los Angeles,-118.256726,34.146294,225.0
DeHart Technical School,Stanislaus,-120.997781,37.713390000000004,79.0
Claremont Lincoln University,Los Angeles,-117.717974,34.094143,254.0
Hoss Lee Academy,Placer,-121.28948700000001,38.721897,75.0
California Health Sciences University,Fresno,-119.701977,36.832466,260.0
University of Saint Katherine,San Diego,-117.196552,33.151283,235.0
Teachers College of San Joaquin,San Joaquin,-121.22991100000002,37.90797,848.0
University of the People,Los Angeles,-118.13353000000001,34.141906,5043.0
Clovis Community College,Fresno,-119.731261,36.88686,8454.0
Institute of Buddhist Studies,Alameda,-122.26610500000001,37.866732,23.0
Chamberlain University-California,Sacramento,-121.27825800000001,38.596193,255.0
Spartan College of Aeronautics and Technology,Riverside,-117.40833500000001,33.990127,190.0
Milan Institute-Bakersfield West,Kern,-119.03811100000001,35.388152000000005,69.0
West Coast University-Center for Graduate Studies,Los Angeles,-118.29131000000001,34.081505,580.0
Presbyterian Theological Seminary in America,Los Angeles,-118.04706499999999,33.88856,174.0
Southern States University,San Diego,-117.201297,32.767544,405.0
America Evangelical University,Los Angeles,-118.30866100000001,34.041239000000004,108.0
Los Angeles Academy of Figurative Art,Los Angeles,-118.5021,34.208209000000004,6.0
Westcliff University,Orange,-117.835761,33.697112,2608.0
Sacramento Ultrasound Institute,Sacramento,-121.383597,38.604405,75.0
Regan Career Institute,Los Angeles,-118.030152,34.070176000000004,46.0
Baldy View Regional Occupational Program,San Bernardino,-117.63671200000002,34.046457000000004,31.0
California Institute of Arts & Technology,San Diego,-117.134199,32.770776,372.0
My Beauty & Barber College,Sacramento,-121.431533,38.473648,105.0
Platt College-Anaheim,Orange,-117.87821100000001,33.809416999999996,459.0
The Chicago School of Professional Psychology at San Diego,San Diego,-117.16705400000001,32.718575,101.0
ABC Adult School,Los Angeles,-118.07011399999999,33.878178999999996,77.0
Blush School of Makeup,San Francisco,-122.399413,37.794885,41.0
California Institute of Medical Science,Fresno,-119.694271,36.810031,25.0
San Bernardino Beauty College,San Bernardino,-117.285521,34.110518,75.0
ICOHS College,San Diego,-117.16145,32.723881,101.0
Urban Barber College,Contra Costa,-122.03908999999999,37.975087,150.0
Meridian University,Sonoma,-122.640029,38.230878000000004,113.0
Princess Institute of Beauty,Fresno,-119.43174499999999,36.603678,47.0
Independent Training & Apprenticeship Program,Sacramento,-121.32772800000001,38.572171000000004,21.0
Victory Career College,Los Angeles,-118.291723,33.854769,123.0
Contra Costa Medical Career College,Contra Costa,-121.801607,37.976815,701.0
Reiss-Davis Graduate Center,Los Angeles,-118.41001000000001,34.030844,44.0
Escondido Adult School,San Diego,-117.088454,33.131225,109.0
Poway Adult School,San Diego,-117.03581899999999,32.978817,90.0
Vista Adult School,San Diego,-117.24025300000001,33.187334,252.0
Pima Medical Institute-San Marcos,San Diego,-117.160199,33.136906,421.0
California College of Barbering and Cosmetology,San Joaquin,-121.293756,38.000656,213.0
Salon Success Academy-West Covina,Los Angeles,-117.933801,34.070568,82.0
Institute of Culinary Education,Los Angeles,-118.139351,34.144829,114.0
Medical Career College of Northern California,Placer,-121.293121,38.723329,14.0
American Fitness and Nutrition Academy,Los Angeles,-118.131854,34.1397,17.0
San Diego Global Knowledge University,San Diego,-117.15496599999999,32.708222,80.0
Young Americans College of the Performing Arts,Riverside,-117.542501,33.859246,143.0
MIXED Institute of Cosmetology & Barber,Sacramento,-121.43576999999999,38.495699,75.0
UEI College-Sacramento,Sacramento,-121.454197,38.494532,613.0
Paul Mitchell the School-San Jose,Santa Clara,-121.891967,37.332192,142.0
KC Beauty Academy,Los Angeles,-118.23589399999999,34.048458000000004,20.0
Glendale Career College-Brightwood Teachout,San Diego,-117.136429,32.822045,162.0
